courseNo,competency,lectureMaterial,topicUri
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,DATA SCIENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Data_science
COMP 6741,SOCIAL NETWORK,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Social_network
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,RDF SCHEMA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,DISCOVERABILITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Discoverability
COMP 6741,ONTOLOGIES,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Ontology
COMP 6741,SEMANTIC INTEROPERABILITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Semantic_interoperability
COMP 6741,AI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,CONCORDIA UNIVERSITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,INTELLIGENT AGENT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Intelligent_agent
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,MOODLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Moodle
COMP 6741,MONTREAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Montreal
COMP 6741,NATURAL LANGUAGE PROCESSING (NLP),file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Natural_language_processing
COMP 6741,QUEBEC,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Government_of_Quebec
COMP 6741,SIR GEORGE WILLIAMS UNIVERSITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,WEB ONTOLOGY LANGUAGE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Web_Ontology_Language
COMP 6741,INTERNACIONAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Sport_Club_Internacional
COMP 6741,DATA INTEGRATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Data_integration
COMP 6741,MACHINE-READABLE DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Machine-readable_data
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,PATTERN MATCHING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Pattern_matching
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/SQL
COMP 6741,JOE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Joe_Duplantier
COMP 6741,LANGUAGE LOG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Language_Log
COMP 6741,GOOGLE ASSISTANT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Google_Assistant
COMP 6741,MCGILL UNIVERSITY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/McGill_University
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,SEMANTICS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,MACHINE LEARNING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Machine_learning
COMP 6741,ARORA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Arora
COMP 6741,LOYOLA COLLEGE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Loyola_University_Maryland
COMP 6741,ECOSYSTEM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Ecosystem
COMP 6741,ACCEPT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Accept_(band)
COMP 6741,PERSONAL SPACE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Proxemics
COMP 6741,ALEXA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Amazon_Alexa
COMP 6741,KNOWLEDGE-BASED SYSTEMS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Knowledge-based_systems
COMP 6741,PREDICTIVE ANALYTICS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Predictive_analytics
COMP 6741,COMPUTER SCIENCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Computer_science
COMP 6741,RESOURCE DESCRIPTION FRAMEWORK (RDF),file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,E-COMMERCE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/E-commerce
COMP 6741,CRITICAL ROLE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/lab03.txt,http://dbpedia.org/resource/Critical_Role
COMP 6741,ISO,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/International_Organization_for_Standardization
COMP 6741,DUBLIN CORE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Dublin_Core
COMP 6741,READING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Reading
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,SKOS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Simple_Knowledge_Organization_System
COMP 6741,FOAF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/FOAF_(ontology)
COMP 6741,RDF SCHEMA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,"GHOSH, AMITAV",file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Amitav_Ghosh
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,OPEN DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Open_data
COMP 6741,METAFICTION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Metafiction
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,LIBRARY,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Library
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,FLICKR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Flickr
COMP 6741,SCHEMA.ORG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Schema.org
COMP 6741,DISCONNECTED,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Beat_Union
COMP 6741,LINKED DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Linked_data
COMP 6741,W3C,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,MIROIRS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Miroirs
COMP 6741,LUKE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Gospel_of_Luke
COMP 6741,LONDON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/London
COMP 6741,AUTEUR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Auteur
COMP 6741,LEVERAGE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Leverage_(American_TV_series)
COMP 6741,WEB 2.0,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Web_2.0
COMP 6741,LAYER CAKE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Layer_cake
COMP 6741,DAVID WOOD,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Straitjacket_Fits
COMP 6741,ACM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Association_for_Computing_Machinery
COMP 6741,HARPER COLLINS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/HarperCollins
COMP 6741,RDF/XML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/XML
COMP 6741,WORLD WIDE WEB CONSORTIUM (W3C),file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,W3C RECOMMENDATION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/World_Wide_Web_Consortium
COMP 6741,SEMANTICS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,SOCIAL NETWORK,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Social_network
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Graph_database
COMP 6741,CONCORDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Concordia_University
COMP 6741,PREDICATE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/SQL
COMP 6741,SEMANTIC WEB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Semantic_Web
COMP 6741,HERMAN,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Nikolaus_Herman
COMP 6741,HEIDELBERG,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Heidelberg
COMP 6741,RDFA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/RDFa
COMP 6741,ENTAILMENT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Logical_consequence
COMP 6741,GHOSTWRITER,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Ghostwriter
COMP 6741,UNIFORM RESOURCE LOCATOR,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/URL
COMP 6741,KNOWLEDGE GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Knowledge_graph
COMP 6741,AI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Artificial_intelligence
COMP 6741,DEWEY DECIMAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Dewey_Decimal_Classification
COMP 6741,THESAURI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Thesaurus
COMP 6741,METADATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Metadata
COMP 6741,POKÉMON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Pokémon
COMP 6741,UNICODE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/3_KnowledgeGraphsVocabulariesandOntologies/slides03.txt,http://dbpedia.org/resource/Unicode
COMP 6741,WIKIDATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Wikidata
COMP 6741,SPARQL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/SPARQL
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Uniform_Resource_Identifier
COMP 6741,LINKED DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Linked_data
COMP 6741,FREEBASE,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Freebase_(database)
COMP 6741,GRAPH,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Graph_database
COMP 6741,RDF,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Resource_Description_Framework
COMP 6741,READING,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Reading
COMP 6741,LINKED OPEN DATA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Linked_data
COMP 6741,DBPEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/DBpedia
COMP 6741,RDFS,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/RDF_Schema
COMP 6741,AMSTERDAM,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Amsterdam
COMP 6741,ENTAILMENT,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Logical_consequence
COMP 6741,BABELNET,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/BabelNet
COMP 6741,URI,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Canton_of_Uri
COMP 6741,METAWEB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Metaweb
COMP 6741,HTML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/HTML
COMP 6741,SIGNAL TRANSDUCTION,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Signal_transduction
COMP 6741,HTTP,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Hypertext_Transfer_Protocol
COMP 6741,MONA LISA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Mona_Lisa
COMP 6741,PYTHON,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Monty_Python
COMP 6741,"GHOSH, AMITAV",file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Amitav_Ghosh
COMP 6741,BOB,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Alice_and_Bob
COMP 6741,XML,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/XML
COMP 6741,INTEGRAL,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/Integral
COMP 6741,O'REILLY MEDIA,file:///Users/jatin/workspace/roboprof/data#Datasets/ProcessedTextFiles/COMP6741/lectures/4_KnowledgeBaseQueriesandLinkedOpenData/slides04.txt,http://dbpedia.org/resource/O'Reilly_Media
